CustomerID,CustomerName,Location,JoinDate,LoyaltyPoints,Year,Month
CUST00195,Customer_195,Delhi,2021-03-24,1554,2021,March
CUST00196,Customer_196,Kolkata,2021-07-01,198,2021,July
CUST00197,Customer_197,Hyderabad,2021-11-08,108,2021,November
CUST00198,Customer_198,Ahmedabad,2020-04-28,413,2020,April
CUST00199,Customer_199,Hyderabad,2020-07-06,1259,2020,July
CUST00200,Customer_200,Pune,2020-08-29,145,2020,August
CUST00201,Customer_201,Bangalore,2022-04-12,1740,2022,April
CUST00202,Customer_202,Chennai,2021-11-11,1110,2021,November
CUST00203,Customer_203,Chennai,2021-01-10,1310,2021,January
CUST00204,Customer_204,Chennai,2023-07-30,3525,2023,July
CUST00205,Customer_205,Kolkata,2022-04-01,1878,2022,April
CUST00206,Customer_206,Pune,2022-09-01,4315,2022,September
CUST00207,Customer_207,Kolkata,2020-03-18,4856,2020,March
CUST00208,Customer_208,Bangalore,2021-12-30,251,2021,December
CUST00209,Customer_209,Mumbai,2022-06-10,1808,2022,June
CUST00210,Customer_210,Hyderabad,2020-07-13,3089,2020,July
CUST00211,Customer_211,Mumbai,2023-07-04,2867,2023,July
CUST00212,Customer_212,Hyderabad,2024-01-31,877,2024,January
CUST00213,Customer_213,Chennai,2021-08-19,2759,2021,August
CUST00214,Customer_214,Ahmedabad,2024-01-13,3065,2024,January
CUST00215,Customer_215,Mumbai,2020-02-04,2120,2020,February
CUST00216,Customer_216,Ahmedabad,2022-07-23,1938,2022,July
CUST00217,Customer_217,Chennai,2023-03-25,2949,2023,March
CUST00218,Customer_218,Mumbai,2020-05-23,4393,2020,May
CUST00219,Customer_219,Chennai,2021-01-06,1994,2021,January
CUST00220,Customer_220,Delhi,2022-12-23,2784,2022,December
CUST00221,Customer_221,Chennai,2021-06-01,972,2021,June
CUST00222,Customer_222,Delhi,2023-07-03,4018,2023,July
CUST00223,Customer_223,Chennai,2022-02-23,3263,2022,February
CUST00224,Customer_224,Ahmedabad,2020-07-21,2319,2020,July
CUST00225,Customer_225,Pune,2023-10-17,2318,2023,October
CUST00226,Customer_226,Hyderabad,2020-11-18,2875,2020,November
CUST00227,Customer_227,Mumbai,2020-11-30,1470,2020,November
CUST00228,Customer_228,Kolkata,2021-04-16,324,2021,April
CUST00229,Customer_229,Delhi,2022-03-08,1148,2022,March
CUST00230,Customer_230,Chennai,2022-05-28,722,2022,May
CUST00231,Customer_231,Pune,2022-09-24,1311,2022,September
CUST00232,Customer_232,Hyderabad,2022-10-31,634,2022,October
CUST00233,Customer_233,Pune,2020-04-07,997,2020,April
CUST00234,Customer_234,Ahmedabad,2021-07-21,2084,2021,July
CUST00235,Customer_235,Chennai,2022-03-22,3699,2022,March
CUST00236,Customer_236,Kolkata,2022-08-05,4169,2022,August
CUST00237,Customer_237,Hyderabad,2021-07-04,107,2021,July
CUST00238,Customer_238,Hyderabad,2020-10-03,415,2020,October
CUST00239,Customer_239,Kolkata,2020-06-13,663,2020,June
CUST00240,Customer_240,Hyderabad,2021-03-12,3992,2021,March
CUST00241,Customer_241,Pune,2021-12-25,1471,2021,December
CUST00242,Customer_242,Delhi,2021-06-03,2597,2021,June
CUST00243,Customer_243,Delhi,2023-05-08,4367,2023,May
CUST00244,Customer_244,Pune,2022-05-31,1033,2022,May
CUST00245,Customer_245,Kolkata,2022-06-21,523,2022,June
CUST00246,Customer_246,Kolkata,2023-04-05,714,2023,April
CUST00247,Customer_247,Bangalore,2021-11-25,4100,2021,November
CUST00248,Customer_248,Pune,2021-01-09,1141,2021,January
CUST00249,Customer_249,Chennai,2024-01-10,4967,2024,January
CUST00250,Customer_250,Kolkata,2023-05-06,3391,2023,May
CUST00251,Customer_251,Hyderabad,2023-07-27,428,2023,July
CUST00252,Customer_252,Bangalore,2021-07-30,1848,2021,July
CUST00253,Customer_253,Pune,2021-07-11,4492,2021,July
CUST00254,Customer_254,Kolkata,2022-10-24,4641,2022,October
CUST00255,Customer_255,Hyderabad,2022-02-16,2495,2022,February
CUST00256,Customer_256,Pune,2022-08-07,1764,2022,August
CUST00257,Customer_257,Pune,2020-02-23,4310,2020,February
CUST00258,Customer_258,Delhi,2022-10-27,754,2022,October
CUST00259,Customer_259,Bangalore,2023-11-11,876,2023,November
CUST00260,Customer_260,Delhi,2022-06-30,2800,2022,June
CUST00261,Customer_261,Kolkata,2022-01-17,1511,2022,January
CUST00262,Customer_262,Delhi,2023-01-14,1013,2023,January
CUST00263,Customer_263,Bangalore,2022-09-25,905,2022,September
CUST00264,Customer_264,Delhi,2021-05-03,3776,2021,May
CUST00265,Customer_265,Mumbai,2021-07-10,2728,2021,July
CUST00266,Customer_266,Mumbai,2020-07-22,295,2020,July
CUST00267,Customer_267,Bangalore,2021-12-29,1322,2021,December
CUST00268,Customer_268,Chennai,2023-12-09,2199,2023,December
CUST00269,Customer_269,Chennai,2023-04-14,595,2023,April
CUST00270,Customer_270,Hyderabad,2021-11-22,3282,2021,November
CUST00271,Customer_271,Mumbai,2022-07-05,4960,2022,July
CUST00272,Customer_272,Bangalore,2020-09-24,2848,2020,September
CUST00273,Customer_273,Hyderabad,2020-02-04,63,2020,February
CUST00274,Customer_274,Bangalore,2021-10-09,4630,2021,October
CUST00275,Customer_275,Delhi,2021-08-11,365,2021,August
CUST00276,Customer_276,Hyderabad,2020-01-13,399,2020,January
CUST00277,Customer_277,Kolkata,2024-02-02,47,2024,February
CUST00278,Customer_278,Mumbai,2021-07-12,3340,2021,July
CUST00279,Customer_279,Hyderabad,2023-02-17,3653,2023,February
CUST00280,Customer_280,Kolkata,2021-10-29,4585,2021,October
CUST00281,Customer_281,Pune,2022-03-07,3576,2022,March
CUST00282,Customer_282,Hyderabad,2021-06-12,2573,2021,June
CUST00283,Customer_283,Chennai,2023-10-15,929,2023,October
CUST00284,Customer_284,Pune,2021-10-08,2060,2021,October
CUST00285,Customer_285,Chennai,2022-12-29,2589,2022,December
CUST00286,Customer_286,Kolkata,2023-09-05,1127,2023,September
CUST00287,Customer_287,Delhi,2023-09-23,764,2023,September
CUST00288,Customer_288,Chennai,2022-03-17,2245,2022,March
CUST00289,Customer_289,Hyderabad,2023-11-17,3155,2023,November
CUST00290,Customer_290,Hyderabad,2020-08-12,835,2020,August
CUST00291,Customer_291,Bangalore,2022-10-01,2578,2022,October
CUST00292,Customer_292,Delhi,2020-02-06,774,2020,February
CUST00293,Customer_293,Hyderabad,2023-02-28,4577,2023,February
CUST00294,Customer_294,Chennai,2020-06-29,4497,2020,June
CUST00295,Customer_295,Mumbai,2020-04-22,4311,2020,April
CUST00296,Customer_296,Pune,2021-10-14,3110,2021,October
CUST00297,Customer_297,Bangalore,2023-10-27,4899,2023,October
CUST00298,Customer_298,Bangalore,2021-04-26,84,2021,April
CUST00299,Customer_299,Ahmedabad,2022-06-22,3466,2022,June
CUST00300,Customer_300,Chennai,2022-03-23,992,2022,March
CUST00301,Customer_301,Bangalore,2022-06-04,2603,2022,June
CUST00302,Customer_302,Mumbai,2023-10-12,2717,2023,October
CUST00303,Customer_303,Chennai,2022-04-08,3921,2022,April
CUST00304,Customer_304,Ahmedabad,2023-02-17,2193,2023,February
CUST00305,Customer_305,Bangalore,2020-02-20,3538,2020,February
CUST00306,Customer_306,Delhi,2022-05-17,3415,2022,May
CUST00307,Customer_307,Bangalore,2024-01-09,3430,2024,January
CUST00308,Customer_308,Kolkata,2020-01-22,2790,2020,January
CUST00309,Customer_309,Hyderabad,2022-04-15,4631,2022,April
CUST00310,Customer_310,Chennai,2023-08-26,4683,2023,August
CUST00311,Customer_311,Pune,2021-04-17,1240,2021,April
CUST00312,Customer_312,Ahmedabad,2021-09-12,238,2021,September
CUST00313,Customer_313,Hyderabad,2021-08-02,3021,2021,August
CUST00314,Customer_314,Kolkata,2023-06-26,3647,2023,June
CUST00315,Customer_315,Delhi,2022-07-05,2657,2022,July
CUST00316,Customer_316,Mumbai,2022-07-08,258,2022,July
CUST00317,Customer_317,Ahmedabad,2021-06-22,286,2021,June
CUST00318,Customer_318,Delhi,2020-05-04,142,2020,May
CUST00319,Customer_319,Pune,2022-08-10,2584,2022,August
CUST00320,Customer_320,Pune,2023-12-07,2333,2023,December
CUST00321,Customer_321,Pune,2022-01-11,1639,2022,January
CUST00322,Customer_322,Pune,2021-05-05,1939,2021,May
CUST00323,Customer_323,Chennai,2021-05-14,1841,2021,May
CUST00324,Customer_324,Ahmedabad,2020-11-25,122,2020,November
CUST00325,Customer_325,Pune,2023-11-27,436,2023,November
CUST00326,Customer_326,Delhi,2022-03-27,1728,2022,March
CUST00327,Customer_327,Hyderabad,2020-06-20,3312,2020,June
CUST00328,Customer_328,Mumbai,2020-08-06,799,2020,August
CUST00329,Customer_329,Kolkata,2020-09-14,3005,2020,September
CUST00330,Customer_330,Pune,2023-08-12,1720,2023,August
CUST00331,Customer_331,Hyderabad,2022-04-27,1010,2022,April
CUST00332,Customer_332,Bangalore,2022-09-22,1878,2022,September
CUST00333,Customer_333,Mumbai,2022-08-01,1411,2022,August
CUST00334,Customer_334,Kolkata,2022-04-08,4464,2022,April
CUST00335,Customer_335,Kolkata,2022-03-25,3039,2022,March
CUST00336,Customer_336,Delhi,2020-07-25,4512,2020,July
CUST00337,Customer_337,Kolkata,2023-06-20,4983,2023,June
CUST00338,Customer_338,Ahmedabad,2020-01-08,2,2020,January
CUST00339,Customer_339,Bangalore,2022-07-26,2557,2022,July
CUST00340,Customer_340,Delhi,2021-11-20,1610,2021,November
CUST00341,Customer_341,Chennai,2023-10-19,4874,2023,October
CUST00342,Customer_342,Mumbai,2021-10-22,3940,2021,October
CUST00343,Customer_343,Bangalore,2022-02-14,4399,2022,February
CUST00344,Customer_344,Ahmedabad,2020-10-05,4692,2020,October
CUST00345,Customer_345,Delhi,2021-02-04,2107,2021,February
CUST00346,Customer_346,Mumbai,2023-11-08,3079,2023,November
CUST00347,Customer_347,Mumbai,2020-07-12,1197,2020,July
CUST00348,Customer_348,Bangalore,2021-07-16,4055,2021,July
CUST00349,Customer_349,Kolkata,2020-03-20,3292,2020,March
CUST00350,Customer_350,Kolkata,2022-06-18,4378,2022,June
CUST00351,Customer_351,Mumbai,2023-01-15,2239,2023,January
CUST00352,Customer_352,Delhi,2023-11-14,2122,2023,November
CUST00353,Customer_353,Chennai,2020-01-15,1997,2020,January
CUST00354,Customer_354,Mumbai,2021-09-20,335,2021,September
CUST00355,Customer_355,Hyderabad,2021-05-21,728,2021,May
CUST00356,Customer_356,Bangalore,2021-12-18,1416,2021,December
CUST00357,Customer_357,Bangalore,2022-04-24,2935,2022,April
CUST00358,Customer_358,Delhi,2023-10-27,4239,2023,October
CUST00359,Customer_359,Delhi,2022-01-20,1180,2022,January
CUST00360,Customer_360,Mumbai,2022-11-11,3028,2022,November
CUST00361,Customer_361,Pune,2020-07-06,4624,2020,July
CUST00362,Customer_362,Chennai,2020-04-11,2334,2020,April
CUST00363,Customer_363,Pune,2023-02-05,2146,2023,February
CUST00364,Customer_364,Kolkata,2023-02-10,2693,2023,February
CUST00365,Customer_365,Chennai,2023-11-16,2265,2023,November
CUST00366,Customer_366,Hyderabad,2022-10-22,3787,2022,October
CUST00367,Customer_367,Hyderabad,2021-02-26,838,2021,February
CUST00368,Customer_368,Hyderabad,2023-11-29,892,2023,November
CUST00369,Customer_369,Pune,2023-09-03,4475,2023,September
CUST00370,Customer_370,Ahmedabad,2020-02-10,3111,2020,February
CUST00371,Customer_371,Mumbai,2022-03-11,4332,2022,March
CUST00372,Customer_372,Chennai,2022-08-03,321,2022,August
CUST00373,Customer_373,Ahmedabad,2023-07-08,2983,2023,July
CUST00374,Customer_374,Bangalore,2023-03-18,2598,2023,March
CUST00375,Customer_375,Hyderabad,2020-12-08,1185,2020,December
CUST00376,Customer_376,Mumbai,2022-02-26,2692,2022,February
CUST00377,Customer_377,Bangalore,2023-02-19,3400,2023,February
CUST00378,Customer_378,Chennai,2021-06-14,2950,2021,June
CUST00379,Customer_379,Mumbai,2022-02-14,4541,2022,February
CUST00380,Customer_380,Pune,2020-07-20,4998,2020,July
CUST00381,Customer_381,Hyderabad,2023-11-09,4886,2023,November
CUST00382,Customer_382,Bangalore,2023-02-19,3917,2023,February
CUST00383,Customer_383,Bangalore,2021-01-12,4459,2021,January
CUST00384,Customer_384,Chennai,2022-05-23,808,2022,May
CUST00385,Customer_385,Bangalore,2023-10-12,836,2023,October
CUST00386,Customer_386,Ahmedabad,2023-02-02,4726,2023,February
CUST00387,Customer_387,Chennai,2022-09-05,4226,2022,September
CUST00388,Customer_388,Delhi,2020-04-23,757,2020,April
CUST00389,Customer_389,Pune,2023-01-12,3654,2023,January
CUST00390,Customer_390,Ahmedabad,2022-08-25,821,2022,August
CUST00391,Customer_391,Chennai,2024-02-07,2817,2024,February
CUST00392,Customer_392,Mumbai,2023-08-05,1504,2023,August
CUST00393,Customer_393,Mumbai,2020-11-17,383,2020,November
CUST00394,Customer_394,Hyderabad,2023-11-12,4352,2023,November
CUST00395,Customer_395,Kolkata,2021-02-04,3322,2021,February
CUST00396,Customer_396,Chennai,2021-03-24,1885,2021,March
CUST00397,Customer_397,Delhi,2022-05-10,2958,2022,May
CUST00398,Customer_398,Pune,2021-11-03,3377,2021,November
CUST00399,Customer_399,Bangalore,2023-12-10,4720,2023,December
CUST00400,Customer_400,Delhi,2020-05-22,2351,2020,May
CUST00401,Customer_401,Chennai,2024-01-08,298,2024,January
CUST00402,Customer_402,Pune,2023-09-19,2884,2023,September
CUST00403,Customer_403,Chennai,2023-04-20,574,2023,April
CUST00404,Customer_404,Ahmedabad,2022-08-19,2909,2022,August
CUST00405,Customer_405,Bangalore,2020-06-22,1677,2020,June
CUST00406,Customer_406,Bangalore,2020-11-19,4590,2020,November
CUST00407,Customer_407,Hyderabad,2022-09-18,942,2022,September
CUST00408,Customer_408,Bangalore,2022-03-11,2324,2022,March
CUST00409,Customer_409,Kolkata,2022-04-02,2820,2022,April
CUST00410,Customer_410,Delhi,2020-02-18,3956,2020,February
CUST00411,Customer_411,Bangalore,2023-12-13,3228,2023,December
CUST00412,Customer_412,Kolkata,2020-08-07,1510,2020,August
CUST00413,Customer_413,Bangalore,2023-12-18,4824,2023,December
CUST00414,Customer_414,Hyderabad,2022-05-02,945,2022,May
CUST00415,Customer_415,Chennai,2023-01-07,2510,2023,January
CUST00416,Customer_416,Kolkata,2023-10-30,3880,2023,October
CUST00417,Customer_417,Ahmedabad,2022-09-19,2910,2022,September
CUST00418,Customer_418,Ahmedabad,2021-01-31,479,2021,January
CUST00419,Customer_419,Hyderabad,2021-04-20,3024,2021,April
CUST00420,Customer_420,Bangalore,2021-04-25,1951,2021,April
CUST00421,Customer_421,Chennai,2023-07-09,967,2023,July
CUST00422,Customer_422,Mumbai,2023-06-15,3069,2023,June
CUST00423,Customer_423,Mumbai,2021-09-06,600,2021,September
CUST00424,Customer_424,Chennai,2023-08-26,151,2023,August
CUST00425,Customer_425,Pune,2020-01-24,2918,2020,January
CUST00426,Customer_426,Ahmedabad,2022-11-16,3553,2022,November
